	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
1556	Saha Fund, Unitus Seed Fund	GoCoop Solutions and Services	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Jul	2016	0.0	
1557	Shenzhen Cowin Venture Capital	Beijing Sai'ou Bifu Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	6	16-Jul	2016	0.0	
1558	Yunqi Partners, Morningside Ventures	CloudIn	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	6	16-Jul	2016	0.0	
1559	IFC Asset Management Company (AMC)	Lekela Power	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	38	16-Jul	2016	0.0	
1560	IFC Asset Management Company (AMC)	Odea Bank	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	39	16-Jul	2016	1.0	
1561	Softbank China Venture Capital (SBCVC)	Gongzi Qianbao (V-Joy)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	30	16-Jul	2016	0.0	
1562	TPG	Quality Needles	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Medical Supplies	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Buyout		16-Jul	2016	0.0	
1563	Mirova	RP Global Croatia Wind Farm Portfolio	CEE & CIS	Central & Eastern Europe (CEE)	Croatia	HRV	HR	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		16-Jul	2016	0.0	
1564	Linear Venture, Convergence Ventures	e27	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	2	16-Jul	2016	0.0	
1565	Genesis Capital (Yuansheng Capital), Matrix Partners, Shenzhen Oriental Fortune Capital (OFC)	Yonghong Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	30	16-Jul	2016	0.0	
1566	ACP	Teamie	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	16-Jul	2016	0.0	
1567	Entrepreneurship & Venture Capital (EVC)	Dealmonk E-services (BigDeal)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.1	16-Jul	2016	0.0	
1568	Mid Europa Partners	Waberer's Group	CEE & CIS	Central & Eastern Europe (CEE)	Hungary	HUN	HU	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Buyout		16-Jul	2016	0.0	
1569	AppWorks Ventures	NewsLeopard	Asia	East Asia	Taiwan	TWN	TW	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Jul	2016	0.0	
1570	Providence Equity Partners	Baltcom	CEE & CIS	Central & Eastern Europe (CEE)	Latvia	LVA	LV	Telecommunications	Telecommunications	Fixed Line Telecommunications	Fixed Line Telecommunications	Diversified Telecommunication Services	N Information	Information	Private Credit	Mezzanine		16-Jul	2016		
1571	Helion Venture Partners, Accel Partners	QwikCilver Solutions	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	10	16-Jul	2016	0.0	
1572	EMX Capital	Consorcio Industrial Valsa	Latin America	Central America	Mexico	MEX	MX	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Buyout		16-Jul	2016	0.0	
1573	CDH Investments	Ubtech Robotics	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	100	16-Jul	2016	0.0	
1574	XSML	Maison Galaxy	Sub-Saharan Africa	Central Africa	Democratic Republic of the Congo	COD	CD	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Credit	Mezzanine		16-Jul	2016		
1575	Goldman Sachs Merchant Banking Division (MBD)	MetroFit	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	183	16-Jul	2016	0.0	
1576	Banyan Capital	newtop100	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	3	16-Jul	2016	0.0	
1577	Shenzhen Oriental Fortune Capital (OFC)	Xiamen Benniao E-commerce (Socialbird)	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	1	16-Jul	2016	0.0	
1578	Matrix Partners, SAIF Partners	Treebo Hotels	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Hotels	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		16-Jul	2016	0.0	
1579	Capital Today, Shunwei Capital Partners	Beijing HuaYeJiShi Network Technology (Boss Zhipin)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Jul	2016	0.0	
1580	CyberAgent Ventures	ViCare	Asia	Southeast Asia	Vietnam	VNM	VN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Jul	2016	0.0	
1581	Golden Gate Ventures	Omise	Asia	Southeast Asia	Thailand	THA	TH	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	18	16-Jul	2016	0.0	
1582	GSR Ventures	Shenzhen Giiso Information Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Jul	2016	0.0	
1583	L Catterton	Clio Cosmetics	Asia	East Asia	South Korea	KOR	KR	Consumer Goods	Personal & Household Goods	Personal Goods	Personal Products	Textiles, Apparel & Luxury Goods	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	50	16-Jul	2016	0.0	
1584	Kandeo	Acceso Crediticio	Latin America	South America	Peru	PER	PE	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Buyout	51	16-Jul	2016	1.0	
1585	Monk's Hill Ventures	GoQuo	Asia	Southeast Asia	Malaysia	MYS	MY	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Jul	2016	0.0	
1586	CDH Investments	China Grand Pharmaceutical	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	PIPE	20	16-Jul	2016	0.0	
1587	DSG Consumer Partners	Drums Food	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Venture Capital	7	16-Jul	2016	0.0	
1588	Meridian Capital, GGV Capital, Shunwei Capital Partners	Baobao	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	15	16-Jul	2016	0.0	
1589	Matrix Partners	Babytree.com	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		16-Jul	2016	0.0	
1590	Development Partners International	B.TECH	MENA	North Africa	Egypt	EGY	EG	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	34	16-Jul	2016	1.0	
1591	East Ventures	Eragano	Asia	Southeast Asia	Indonesia	IDN	ID	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Jul	2016	0.0	
1592	Paragon Partners	Capacite Infraprojects	Asia	South Asia	India	IND	IN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Venture Capital	13	16-Jul	2016	0.0	
1593	Goldman Sachs Merchant Banking Division (MBD), Lumia Capital, Valor Capital Group	CargoX	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	10	16-Jul	2016	0.0	
1594	Kaizen Private Equity	AuthorGen Technologies (WizIQ)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	16-Jul	2016	1.0	
1595	CMS Opus Private Equity (COPE)	MBG Fruits	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		16-Jul	2016	0.0	
1596	TPG	Rhea Healthcare (Motherhood)	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Buyout	33	16-Jul	2016	0.0	
1597	Banyan Capital, Chengwei Ventures, Lightspeed Venture Partners, Morningside Ventures	DotC United	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	45	16-Jul	2016	0.0	
1598	Kalaari Capital, Accel Partners, Iron Pillar Capital Management, IvyCap Ventures	Jewels Online Distribution India (BlueStone.com)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	30	16-Jul	2016	0.0	
1599	Bain Capital	Carver Korea	Asia	East Asia	South Korea	KOR	KR	Consumer Goods	Personal & Household Goods	Personal Goods	Personal Products	Textiles, Apparel & Luxury Goods	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	352	16-Jul	2016	0.0	
1600	KKR	Japfa Comfeed Indonesia	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	PIPE	81	16-Jul	2016	0.0	
1601	CRP Companhia de Participacoes	uMov.me	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	16-Jul	2016	1.0	
1602	Revo Capital	Vcount	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Jul	2016	1.0	
1603	Novastar Ventures	Poa Internet	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		16-Jul	2016	0.0	
1604	Legend Capital, DCM	Udesk	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	15	16-Jul	2016	0.0	
1605	Faering Capital	Prataap Snacks (Yellow Diamond Chips)	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	7	16-Jul	2016	0.0	
1606	IDG Capital Partners (IDGVC)	Guiyang 39 Internet Hospital	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	7	16-Jul	2016	0.0	
1607	Meridian Capital, China Growth Capital	Wake of Light Network Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Growth	2	16-Jul	2016	0.0	
1608	Shenzhen Green Pine Capital Partners	Leju Robot	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	1	16-Jul	2016	0.0	
1609	BlueRun Ventures, Source Code Capital	Beijing Kuaile Shidai Technology Development (Qufenqi.com)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Jul	2016	0.0	
1610	Sequoia Capital, Golden Brick Capital Management, Huatai Ruilian Fund Management	Qihoo 360 Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Buyout		16-Jul	2016	1.0	
1611	DCM, Qiming Venture Partners	SequoiaDB	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	16-Jul	2016	0.0	
1612	Flint Capital	YouDo	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	6	16-Jul	2016	0.0	
