	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
10293	GGV Capital	Daqo New Energy	Asia	East Asia	China	CHN	CN	Oil & Gas	Oil & Gas	Alternative Energy	Renewable Energy Equipment	Independent Power and Renewable Electricity Producers	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	55	9-Nov	2009	0.0	
10294	Kleiner Perkins Caufield & Byers (KPCB)	Kai-ying.com	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		9-Nov	2009	0.0	
10295	CITIC Private Equity Funds Management	Zhejiang Beingmate Scientific-Industrial-Trade Share	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	7	9-Nov	2009	0.0	
10296	Actis	Umeme	Sub-Saharan Africa	East Africa	Uganda	UGA	UG	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Buyout	15	9-Nov	2009	0.0	135.1
10297	Morningside Ventures, GGV Capital	YY	Asia	East Asia	China	CHN	CN	Technology	Technology	Technology Hardware & Equipment	Telecommunications Equipment	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	12	9-Nov	2009	0.0	
10298	SAIF Partners	IND Dairytech	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	31	9-Nov	2009	0.0	
10299	FIR Capital Partners	Devex	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		9-Nov	2009	0.0	
10300	WI Harper Group, Matrix Partners	New Dynamic Institute	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	9-Nov	2009	0.0	
10301	Leopard Capital	CamGSM	Asia	Southeast Asia	Cambodia	KHM	KH	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Credit	Debt	5	9-Nov	2009		
10302	EQT	Blizoo	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Telecommunications	Telecommunications	Fixed Line Telecommunications	Fixed Line Telecommunications	Diversified Telecommunication Services	N Information	Information	Private Equity	Buyout	297	9-Oct	2009	0.0	
10303	MBK Partners	Young Hwa Engineering	Asia	East Asia	South Korea	KOR	KR	Basic Materials	Basic Resources	Industrial Metals & Mining	Iron & Steel	Metals & Mining	I Primary Metals	Primary Metals	Private Equity	Buyout	42	9-Oct	2009	0.0	
10304	TPG, PENM Partners	Masan Group	Asia	Southeast Asia	Vietnam	VNM	VN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	50	9-Oct	2009	0.0	333.22
10305	Accel Partners	Flipkart	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		9-Oct	2009	0.0	
10306	Hopu Investment Management	Lippo Karawaci	Asia	Southeast Asia	Indonesia	IDN	ID	Financials	Real Estate	Real Estate Investment & Services	Real Estate Holding & Development	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	PIPE	45	9-Oct	2009	0.0	
10307	The Carlyle Group	Natural Beauty Bio-Technology	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Personal Products	Textiles, Apparel & Luxury Goods	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	15	9-Oct	2009	0.0	73.02423283
10308	PPF Partners	Energy and Industrial Holding (EP Holding)	CEE & CIS	Central & Eastern Europe (CEE)	Czech Republic	CZE	CZ	Utilities	Utilities	Gas, Water & Multi-utilities	Multi-utilities	Multi-Utilities	C Utilities	Utilities	Infrastructure & Real Assets	Buyout	347	9-Oct	2009	0.0	
10309	VIG Partners	Novita	Asia	East Asia	South Korea	KOR	KR	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	50	9-Oct	2009	0.0	
10310	Xeraya Capital	Sentinext Therapeutics	Asia	Southeast Asia	Malaysia	MYS	MY	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	6	9-Oct	2009	0.0	
10311	TA Associates	AVG Technologies (formerly Grisoft)	CEE & CIS	Central & Eastern Europe (CEE)	Czech Republic	CZE	CZ	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	200	9-Oct	2009	0.0	
10312	DT Capital Partners	China Ming Yang Wind Power Group	Asia	East Asia	China	CHN	CN	Oil & Gas	Oil & Gas	Alternative Energy	Renewable Energy Equipment	Independent Power and Renewable Electricity Producers	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	9	9-Oct	2009	0.0	
10313	Reliance Venture Asset Management Ltd (RVAM)	Dhama Innovations	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Venture Capital		9-Oct	2009	0.0	
10314	DT Capital Partners, China Broadband Capital (CBC)	Pearl-in-Palm Holdings Limited	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	10	9-Oct	2009	0.0	
10315	Angra Partners	Georadar	Latin America	South America	Brazil	BRA	BR	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth	41	9-Oct	2009	0.0	
10316	IDFC Alternatives	GMR Energy	Asia	South Asia	India	IND	IN	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		9-Oct	2009	1.0	
10317	SoftBank Capital, India Capital	DEN Networks	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	PIPE	10	9-Oct	2009	0.0	5.3
10318	Rabo Equity Advisors	Rural Fairprice Wholesale	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		9-Oct	2009	0.0	
10319	Matrix Partners	Siesta Hospitality Services (SHSL)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Hotels	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	10	9-Oct	2009	0.0	
10320	Lightspeed Venture Partners	Jusheng Wanhe	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		9-Oct	2009	0.0	
10321	Tiantu Xingye Venture Capital (Tiantu Capital)	Zhengzhou Xinyihua Software Co., Ltd. (XYH-Software)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	4	9-Oct	2009	0.0	
10322	TPG, VTB Capital	Lenta	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	115	9-Oct	2009	0.0	478.9
10323	Henderson Equity Partners	Genesis Colors	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	17	9-Oct	2009	0.0	
10324	Nexus Venture Partners	Deccan Healthcare	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	3	9-Oct	2009	0.0	
10325	Orchid Asia Group Management	China High Precision Automation Group	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		9-Oct	2009	0.0	
10326	Southern Cross Group	AMG/Sistema de Implante Nacional (SIN)	Latin America	South America	Brazil	BRA	BR	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Buyout		9-Oct	2009	0.0	
10327	Affinity Equity Partners	Leader Harvest Power Technologies Holdings	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electronic Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	200	9-Oct	2009	0.0	650.0
10328	Nexus Venture Partners	Eka Software Solutions	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	10	9-Oct	2009	0.0	
10329	IDG Ventures India	Apalya Technologies	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth	3	9-Oct	2009	0.0	
10330	Rabo Equity Advisors	Daawat Foods	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	5	9-Oct	2009	1.0	
10331	Rabo Equity Advisors	LT Foods	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	5	9-Oct	2009	1.0	1.116685733
10332	Caspian Advisors	Micro Housing Finance Corporation (MHFC)	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	6	9-Oct	2009	0.0	
10333	BTG Pactual	Empresa de Investimento em Energias Renovaveis (ERSA)	Latin America	South America	Brazil	BRA	BR	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	172	9-Oct	2009	0.0	
10334	Krokus Private Equity	Polmed	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	5	9-Oct	2009	0.0	
10335	CVC Capital Partners	StarBev	CEE & CIS	Central & Eastern Europe (CEE)	Czech Republic	CZE	CZ	Consumer Goods	Food & Beverage	Beverages	Brewers	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Buyout	1,231	9-Oct	2009	0.0	3540.0
10336	India Equity Partners, Baer Capital Partners	A2Z Maintenance & Engineering	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	21	9-Oct	2009	0.0	12.6
10337	Mid Europa Partners	Interactivni Tehnologii (ITV) Partner	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Growth		9-Oct	2009	0.0	
10338	The Carlyle Group	China Agritech, Inc.	Asia	East Asia	China	CHN	CN	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth	15	9-Oct	2009	0.0	
10339	Glenhove Fund Managers (Pty) Ltd	Iliad Africa	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Services	Retail	General Retailers	Home Improvement Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		9-Oct	2009	0.0	
10340	Monomoy Capital Partners	Nypro Chihuahua	Latin America	Central America	Mexico	MEX	MX	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Buyout		9-Oct	2009	0.0	
10341	EFG Hermes Private Equity	Omnia Investment Group	MENA	North Africa	Egypt	EGY	EG	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Buyout		9-Oct	2009	0.0	
10342	Morgan Stanley Private Equity Asia (MSPEA)	Sihuan Pharmaceutical	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Buyout	49	9-Oct	2009	0.0	338.9415841
10343	Aditya Birla Private Equity	Bombay Stock Exchange	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	5	9-Oct	2009	0.0	
10344	Sinovo Growth Capital, Tianjin Heguang Equity Fund	Primeton Technologies	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	18	9-Oct	2009	0.0	
10345	Clearstone Venture Advisors (Clearstone Venture Partners), Granite Hill Capital Partners	Elbee Express	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	3	9-Oct	2009	0.0	
10346	China New Enterprise Investment (CNEI), GSR Ventures, Korea Investment Partners (KIP)	IAT Automobile Technology	Asia	East Asia	China	CHN	CN	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Automobiles	Automobiles	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	20	9-Oct	2009	0.0	28.0
10347	Matrix Partners	Ver Se Innovation (DailyHunt)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	4	9-Oct	2009	0.0	19.21215478
10348	Milestone Capital Management	HuaSen Health International Group (HHI)	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	19	9-Oct	2009	0.0	
10349	Legend Capital	Tencho Techonology	Asia	East Asia	China	CHN	CN	Technology	Technology	Technology Hardware & Equipment	Computer Hardware	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	15	9-Oct	2009	0.0	
10350	Angra Partners	Estre Ambiental	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Growth	46	9-Oct	2009	0.0	
10351	Tiantu Xingye Venture Capital (Tiantu Capital)	Ciming Health Checkup Group	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	7	9-Oct	2009	0.0	
10352	Orchid Asia Group Management	MSP/DRILEX (China) Company	Asia	East Asia	China	CHN	CN	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth		9-Oct	2009	0.0	
