	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
6821	GP Investments	Empresa Brasileira de Agregados Minerais (EBAM)	Latin America	South America	Brazil	BRA	BR	Basic Materials	Basic Resources	Mining	General Mining	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Growth	50	13-Feb	2013	0.0	
6822	Summit Partners	Linio	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	27	13-Feb	2013	0.0	
6823	Runa Capital	Gruzobzor.ru	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	13-Feb	2013	0.0	
6824	SoftBank Ventures Korea (SBVK)	SmarTots	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		13-Feb	2013	0.0	
6825	DCM	Cmune	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		13-Feb	2013	0.0	
6826	The Blackstone Group	Trans Maldivian Airways	Asia	South Asia	Maldives	MDV	MV	Consumer Services	Travel & Leisure	Travel & Leisure	Airlines	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Buyout		13-Feb	2013	0.0	
6827	The Blackstone Group	Maldivian Air Taxi	Asia	South Asia	Maldives	MDV	MV	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Buyout		13-Feb	2013	0.0	
6828	Bessemer Venture Partners	Anunta Technology Management Services	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Feb	2013	0.0	
6829	Japan Asia Investment (JAIC)	Fashionguide.com.tw	Asia	East Asia	Taiwan	TWN	TW	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		13-Feb	2013	0.0	
6830	ADM Capital	Chengdu Tianqi Industry Group	Asia	East Asia	China	CHN	CN	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth	50	13-Feb	2013	0.0	
6831	AfricInvest	NMB Bank	Sub-Saharan Africa	East Africa	Zimbabwe	ZWE	ZW	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	5	13-Feb	2013	0.0	
6832	Enterprise Investors	EP Serwis	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	13-Feb	2013	0.0	
6833	IFC Asset Management Company (AMC)	InterEnergy Holdings	Latin America	Caribbean	Dominican Republic	DOM	DO	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	50	13-Feb	2013	1.0	
6834	Orchid Asia Group Management	Time Watch Investments	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	PIPE	26	13-Feb	2013	0.0	
6835	The Abraaj Group	Vine Pharmaceuticals	Sub-Saharan Africa	East Africa	Uganda	UGA	UG	Consumer Services	Retail	Food & Drug Retailers	Drug Retailers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		13-Feb	2013	1.0	
6836	Runa Capital	uBank	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	8	13-Feb	2013	0.0	
6837	TA Associates	Dr Lal Pathlabs	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	9	13-Feb	2013	0.0	66.47079515
6838	IvyCap Ventures	RML Information Services (Reuters Market Light)	Asia	South Asia	India	IND	IN	Technology	Technology	Technology Hardware & Equipment	Telecommunications Equipment	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		13-Feb	2013	0.0	
6839	Seedfund	Banyan Netfaqs (afaqs!)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	3	13-Feb	2013	0.0	
6840	Modal Private Equity	Georadar	Latin America	South America	Brazil	BRA	BR	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth	50	13-Feb	2013	0.0	
6841	Kaszek Ventures	SaferTaxi	Latin America	South America	Argentina	ARG	AR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	4	13-Feb	2013	0.0	
6842	Astor Capital	Vitrinepix	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Feb	2013	0.0	
6843	GGV Capital	Tujia.com	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		13-Feb	2013	0.0	
6844	CVC Capital Partners	SPi Global Holdings	Asia	Southeast Asia	Philippines	PHL	PH	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout	167	13-Feb	2013	0.0	
6845	HPEF Capital Partners (formerly Headland)	Mamee-Double Decker	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		13-Feb	2013	0.0	
6846	Ventech	Trendsbrands.ru	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	3	13-Feb	2013	0.0	
6847	Norwest Venture Partners (NVP), Multiples Alternate Asset Management	Cholamandalam Investment & Finance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	23	13-Feb	2013	0.0	347.1293557
6848	SkyVen Asset Management	GSH Corporation	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Travel & Leisure	Travel & Leisure	Hotels	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	PIPE	16	13-Feb	2013	0.0	
6849	LeapFrog Investments	Bima	Pan-Emerging Markets	-	Pan-Emerging Markets			Financials	Insurance	Life Insurance	Life Insurance	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	4	13-Feb	2013	1.0	
6850	Northstar Group	Hutchison 3 Indonesia	Asia	Southeast Asia	Indonesia	IDN	ID	Telecommunications	Telecommunications	Fixed Line Telecommunications	Fixed Line Telecommunications	Diversified Telecommunication Services	N Information	Information	Private Equity	Growth		13-Feb	2013	0.0	
6851	AID Partners Capital	HMV Asia	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout		13-Feb	2013	0.0	9.0
6852	JAFCO Asia	HiringBoss	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	13-Feb	2013	0.0	
6853	Phatisa	Continental Beverage Company (CBC)	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth		13-Feb	2013	1.0	
6854	IDG Ventures India	Valyoo Technologies (LensKart)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	13-Feb	2013	0.0	20.344499600000002
6855	Venture Partners Botswana (VPB)	Ongwediva Medipark	Sub-Saharan Africa	Southern Africa	Namibia	NAM		Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		13-Feb	2013	0.0	
6856	CLSA Capital Partners, Kleiner Perkins Caufield & Byers (KPCB)	Scinor Water	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	13	13-Feb	2013	1.0	
6857	Helion Venture Partners	LifeCell International	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	7	13-Feb	2013	0.0	
6858	Wayzata Investment Partners	Ramkrishna Forgings	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE	9	13-Feb	2013	0.0	17.66875051
6859	SPE Capital Partners	Orchidia Pharmaceutical Industries	MENA	North Africa	Egypt	EGY	EG	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth	10	13-Feb	2013	1.0	
6860	The EuroMena Funds	Easy Group	MENA	North Africa	Egypt	EGY	EG	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		13-Feb	2013	0.0	
6861	Greycroft Partners	Fortumo	CEE & CIS	Central & Eastern Europe (CEE)	Estonia	EST	EE	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Feb	2013	0.0	
6862	TMG Capital	NeuroTech	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		13-Feb	2013	0.0	
6863	RRJ Capital	SKC Group	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Buyout		13-Feb	2013	0.0	
6864	Sequoia Capital	Dexetra	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Feb	2013	0.0	
6865	500 Startups, Alta Ventures Mexico	Clip	Latin America	Central America	Mexico	MEX	MX	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	13-Feb	2013	1.0	
6866	Jungle Ventures	Maiden Marketing (Pokkt.com)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Feb	2013	0.0	
6867	Darby Private Equity	Intertug	Latin America	South America	Colombia	COL	CO	Industrials	Industrial Goods & Services	Industrial Transportation	Marine Transportation	Marine	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		13-Feb	2013	0.0	
6868	Lunar Capital Management	Soho Baby	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		13-Feb	2013	0.0	
6869	Blume Ventures	Explara.com	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.04	13-Feb	2013	0.0	
6870	Warehouse Investimentos	EscolherSeguro	Latin America	South America	Brazil	BRA	BR	Financials	Insurance	Nonlife Insurance	Full Line Insurance	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		13-Jan	2013	0.0	
6871	Aavishkaar Venture Management	Nepra Resource Management	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Growth	1	13-Jan	2013	1.0	
6872	AfricInvest	Disty Technologies	MENA	North Africa	Morocco	MAR	MA	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	2	13-Jan	2013	0.0	
6873	African Capital Alliance	DWC Drilling	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Buyout	1	13-Jan	2013	1.0	
6874	Conor Venture Partners	Crystalsol	CEE & CIS	Central & Eastern Europe (CEE)	Estonia	EST	EE	Oil & Gas	Oil & Gas	Alternative Energy	Renewable Energy Equipment	Independent Power and Renewable Electricity Producers	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	11	13-Jan	2013	0.0	
6875	Enterprise Investors	Scitec Nutrition	CEE & CIS	Central & Eastern Europe (CEE)	Hungary	HUN	HU	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout		13-Jan	2013	0.0	191.90391340000002
6876	Lok Capital	Suryoday Microfinance (SMF)	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	4	13-Jan	2013	1.0	17.84
6877	Nirvana Venture Advisors, Bessemer Venture Partners	Remedinet Technologies (HealthSprint)	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Jan	2013	0.0	
6878	CVC Capital Partners	QSR Brands-KFC Holdings	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Buyout	171	13-Jan	2013	1.0	
6879	Boxin Capital	Shanghai Fudan-Zhangjiang Bio-Pharmaceutical (FDZJ)	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	PIPE		13-Jan	2013	0.0	
6880	Goodwell Investments	First National Savings and Loans	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		13-Jan	2013	0.0	
6881	Actera Group	Standard Profil	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Auto Parts	Auto Components	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		13-Jan	2013	1.0	
6882	NBK Capital Partners	Al Rowad International School	MENA	Middle East	Saudi Arabia	SAU	SA	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Credit	Mezzanine	27	13-Jan	2013		
6883	KKR	Masan Consumer	Asia	Southeast Asia	Vietnam	VNM	VN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	200	13-Jan	2013	0.0	18.84
6884	Morningside Ventures	XiaoZhu.com	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	10	13-Jan	2013	0.0	
6885	Kinea Private Equity Investimentos	Clinica Delfin	Latin America	South America	Brazil	BRA	BR	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Buyout	35	13-Jan	2013	0.0	
6886	Cauris Management	Axxend Corporation	Sub-Saharan Africa	West Africa	Senegal	SEN	SN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Credit	Debt	5	13-Jan	2013		
6887	East Ventures	Berrybenka	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		13-Jan	2013	0.0	
6888	MBK Partners	Coway	Asia	East Asia	South Korea	KOR	KR	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	718	13-Jan	2013	0.0	1048.5602470000001
6889	Databank Agrifund Manager (DAFML)	West End Farms	Sub-Saharan Africa	Central Africa	Cameroon	CMR	CM	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	0.2	13-Jan	2013	0.0	
6890	HPEF Capital Partners (formerly Headland)	ILA Vietnam	Asia	Southeast Asia	Vietnam	VNM	VN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout		13-Jan	2013	0.0	
6891	Artiman Ventures	Core Diagnostics	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	5	13-Jan	2013	0.0	
6892	Cherubic Ventures	Aishang Zhaobao Trading (Taoshiji)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		13-Jan	2013	0.0	
6893	Turkven	Doga Koleji	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	51	13-Jan	2013	1.0	290.1885466
6894	CBO Investment Management	Coastal Hire Nigeria	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth		13-Jan	2013	0.0	
6895	Sequoia Capital	Betta Pharmaceuticals	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Venture Capital		13-Jan	2013	0.0	
6896	Inspired Evolution Investment Management	Fifth Season Investments (Solar Capital de Aar 1)	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	5	13-Jan	2013	1.0	
6897	Inspired Evolution Investment Management	Sirac Southern Africa	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	2	13-Jan	2013	1.0	
6898	Inspired Evolution Investment Management	Gibson Bay Wind Farm	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	0.2	13-Jan	2013	1.0	
6899	IDG Capital Partners (IDGVC)	Haoqiao.cn	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		13-Jan	2013	0.0	
6900	Shenzhen Cowin Venture Capital	Betta Pharmaceuticals	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Venture Capital		13-Jan	2013	0.0	
6901	FIR Capital Partners	Cata Company	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Technology Hardware & Equipment	Electronic Office Equipment	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		13-Jan	2013	0.0	
6902	IDG Capital Partners (IDGVC)	Ecovacs Robotics	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		13-Jan	2013	0.0	
6903	Legend Capital	Tanyuan Tech	Asia	East Asia	China	CHN	CN	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth	4	13-Jan	2013	0.0	
6904	Prax Capital	Initial Fashion	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Growth		13-Jan	2013	0.0	
6905	The Blackstone Group	Fisterra Energy	Latin America	Central America	Mexico	MEX	MX	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		13-Jan	2013	0.0	
6906	Kaizen Private Equity	Founding Years Learning (Klay Schools)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	6	13-Jan	2013	0.0	
6907	Investisseurs & Partenaires (I&P)	Acep Burkina	Sub-Saharan Africa	West Africa	Burkina Faso	BFA	BF	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		13-Jan	2013	0.0	
6908	Helion Venture Partners, Aquarius Investment Managers	Equitas Holdings	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		13-Jan	2013	1.0	117.3526447
6909	Sequoia Capital	Prataap Snacks (Yellow Diamond Chips)	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	5	13-Jan	2013	0.0	
6910	Sequoia Capital	Beijing Yiren Yimutian Network Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Industrial Suppliers	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Jan	2013	0.0	
6911	Matrix Partners	Zhaogang Wanjia E-Commerce (Zhaogang.com)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Industrial Suppliers	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Jan	2013	0.0	
6912	500 Startups	KartRocket	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.3	13-Jan	2013	0.0	
6913	IDG Capital Partners (IDGVC)	Haizhi Wangju Internet Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	7	13-Jan	2013	0.0	
6914	CDH Investments	Benlai.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		13-Jan	2013	0.0	
6915	Qiming Venture Partners	Beijing XinDaZhongLian Technology (CEHome, Tiebaobei)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		13-Jan	2013	0.0	
6916	Fulcrum Venture India	Richfeel Health and Beauty	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	2	13-Jan	2013	0.0	
6917	SkyLake Investment	Tapex	Asia	East Asia	South Korea	KOR	KR	Basic Materials	Basic Resources	Forestry & Paper	Paper	Paper & Forest Products	J Pulp & Paper	Pulp & Paper	Private Equity	Buyout	103	13-Jan	2013	0.0	114.19636200000001
6918	BlueRun Ventures	Beijing Spring Rain Software (Chunyu Tianxia)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	8	13-Jan	2013	0.0	
6919	Sinovation Ventures	Yaochufa	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	8	13-Jan	2013	0.0	
6920	GSR Ventures	Lesdo	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		13-Jan	2013	0.0	
6921	Proterra Investment Partners	Dodla Dairy	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	20	13-Jan	2013	0.0	
