	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
3309	Injaro Investments	Agricare	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Credit	Mezzanine		15-Jul	2015		
3310	Horizon Capital	Rozetka	CEE & CIS	Commonwealth of Independent States (CIS)	Ukraine	UKR	UA	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		15-Jul	2015	1.0	
3311	TPG, Keytone Ventures, Kleiner Perkins Caufield & Byers (KPCB)	Sinowel Enterprise Group	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Asset Managers	Capital Markets	P Collective Investment Vehicles	Collective Investment Vehicles	Private Equity	Growth	41	15-Jul	2015	0.0	
3312	Life.SREDA, Jungle Ventures, UOB Venture Management	fastacash	Asia	Southeast Asia	Singapore	SGP	SG	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		15-Jul	2015	0.0	
3313	DCM, Sequoia Capital	No.1 Truck	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital		15-Jul	2015	0.0	
3314	Investcorp	NDT Corrosion Control Services	MENA	Middle East	Saudi Arabia	SAU	SA	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		15-Jul	2015	0.0	
3315	Baltcap Management	Pure Chocolate	CEE & CIS	Central & Eastern Europe (CEE)	Latvia	LVA	LV	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Venture Capital		15-Jul	2015	0.0	
3316	FountainVest Partners, Lightspeed Venture Partners, Sequoia Capital	Xingren.com (Xingren Doctor)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	32	15-Jul	2015	0.0	
3317	Majuven, Convergence Ventures	Paktor	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	7	15-Jul	2015	0.0	
3318	Forum Synergies (India) PE Fund Managers	Drishti-Soft Solutions (Ameyo)	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	15-Jul	2015	1.0	
3319	Sequoia Capital, GSR Ventures, Matrix Partners	YunNiao.me	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital		15-Jul	2015	0.0	
3320	Sovereign's Capital, East Ventures	Berry Kitchen	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Jul	2015	0.0	
3321	Primavera Capital Management	Ant Financial Services Group	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		15-Jul	2015	0.0	
3322	Legend Capital	Spider Travel Network (Ziztour)	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		15-Jul	2015	0.0	
3323	Ceyuan Ventures	M.datebao.com	Asia	East Asia	China	CHN	CN	Financials	Insurance	Nonlife Insurance	Insurance Brokers	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		15-Jul	2015	0.0	
3324	East Ventures	Cermati	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Jul	2015	0.0	
3325	Sequoia Capital	ZoomCar	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		15-Jul	2015	0.0	
3326	IvyCap Ventures, Accel Partners, Kalaari Capital, Saama Capital	Jewels Online Distribution India (BlueStone.com)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	16	15-Jul	2015	0.0	
3327	Fanisi Capital	Kijenge Animal Products	Sub-Saharan Africa	East Africa	Tanzania	TZA	TZ	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	6	15-Jul	2015	1.0	
3328	Warburg Pincus, Legend Capital	Ucar	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	125	15-Jul	2015	0.0	
3329	East Ventures, Convergence Ventures	Adskom	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		15-Jul	2015	0.0	
3330	Tiger Global Management, Nexus Venture Partners	Lybrate	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	15-Jul	2015	0.0	
3331	Matrix Partners	Beijing Xiaoma Flytech Network Technology (xiaomaguanjia.com)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	8	15-Jul	2015	0.0	
3332	Saama Capital, Mayfield Fund	Lendingkart Technologies	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	7	15-Jul	2015	0.0	
3333	Mangrove Capital Partners	Wudstay Travels	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	3	15-Jul	2015	0.0	
3334	Sequoia Capital, Footprint Ventures, Hillhouse Capital Management	Hector Beverages	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Venture Capital	29	15-Jul	2015	0.0	
3335	DGF Investimentos, Astella Investimentos, Redpoint eVentures	Resultados Digitais	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	15-Jul	2015	0.0	
3336	Accel Partners	Universal Sportsbiz (Collectabillia)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	7	15-Jul	2015	0.0	
3337	Morningside Ventures, CITIC Capital Partners, Joy Capital (Yuyue Capital)	XiaoZhu.com	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	60	15-Jul	2015	0.0	
3338	Nova Founders Capital, Caixa Capital	GlassesGroupGlobal	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	3	15-Jul	2015	0.0	
3339	SAIF Partners	Nanjing Pipapai Network Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	6	15-Jul	2015	0.0	
3340	500 Startups	Touchten	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		15-Jul	2015	0.0	
3341	500 Startups, KK Fund, Spiral Ventures (formerly IMJ Investment Partners)	Fabelio	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Jul	2015	0.0	
3342	Sequoia Capital	Shenzhen Jinfuzi Network Technology	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		15-Jul	2015	0.0	
3343	Shenzhen Costone Venture Capital	Ocean Payment	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Jul	2015	0.0	
3344	Rebright Partners	Elanic	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		15-Jul	2015	0.0	
3345	BlackPeak Capital	Bulpros	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	1	15-Jul	2015	0.0	
3346	Hopu Investment Management	SMI Holdings Group	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	PIPE	19	15-Jul	2015	0.0	
3347	Sequoia Capital	Wuxi Maimaibao Information Technology (Mmb.cn)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Jul	2015	0.0	
3348	Chengwei Ventures	Excellence and Achievement Educational Group	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	15-Jul	2015	0.0	
3349	Softbank China Venture Capital (SBCVC)	Beijing EasyPrint Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	16	15-Jul	2015	1.0	
3350	New Horizon Capital	Huitongda Network	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		15-Jul	2015	0.0	
3351	Tiger Global Management, 500 Startups, Kae Capital	Intap Labs (CultureAlley.com)	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	7	15-Jul	2015	0.0	
3352	IDG Capital Partners (IDGVC), DCM, Northern Light Venture Capital (NLVC)	FXiaoKe.com (Facishare)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	100	15-Jul	2015	0.0	
3353	NewMargin Ventures	Youkeshu	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		15-Jul	2015	0.0	
3354	SAIF Partners	YoungMonk Technologies (Zoomo)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	15-Jul	2015	0.0	
3355	Axon Partners Group	NxtGen Technology	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Jul	2015	0.0	
3356	Sequoia Capital, Walden International	A & A Dukaan Financial Services (BankBazaar.com)	Asia	South Asia	India	IND	IN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		15-Jul	2015	0.0	
3357	Goodwell Investments, Horizen Ventures	WhereIsMyTransport	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	15-Jul	2015	0.0	
3358	Next Orbit Ventures	Actofit Wearables	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	0.2	15-Jul	2015	0.0	
3359	Helion Venture Partners	Zero Effort Technologies (Zefo)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Home Improvement Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Jul	2015	0.0	
3360	Somerset Indus Capital Partners	Krsnaa Diagnostics	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	4	15-Jul	2015	0.0	
3361	H.I.G. Capital	Self It	Latin America	South America	Brazil	BRA	BR	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		15-Jul	2015	0.0	
3362	General Atlantic	XP Investimentos	Latin America	South America	Brazil	BRA	BR	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	45	15-Jul	2015	0.0	1089.071408
3363	Northern Light Venture Capital (NLVC)	XSKY Beijing Data Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Jul	2015	0.0	
