	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
7772	Qiming Venture Partners	TutorGroup	Asia	East Asia	Taiwan	TWN	TW	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	15	12-Apr	2012	0.0	
7773	Pegasus Capital Advisors	Six Senses Resorts & Spas (Thailand)	Asia	Southeast Asia	Thailand	THA	TH	Consumer Services	Travel & Leisure	Travel & Leisure	Hotels	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		12-Apr	2012	0.0	
7774	Nexus Venture Partners	TalentSprint	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	4	12-Apr	2012	0.0	
7775	IDG Ventures India, Accel Partners	Forus Health	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Venture Capital	5	12-Apr	2012	0.0	
7776	Horizon Capital	Ciklum	CEE & CIS	Commonwealth of Independent States (CIS)	Ukraine	UKR	UA	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		12-Apr	2012	1.0	
7777	Lightspeed Venture Partners, China Renaissance Capital Investment (CRCI), KTB Investment & Securities, LionRock Capital (Hong Kong)	Meilele	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Furnishings	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	40	12-Apr	2012	0.0	27.3
7778	Tano Capital	Shree Shubham Logistics	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	15	12-Apr	2012	0.0	
7779	BR Partners	Grupo Sequoia (Sequoia Logistica)	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	16	12-Apr	2012	0.0	
7780	CDH Investments	Tse Sui Luen Jewellery	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	PIPE	32	12-Apr	2012	0.0	
7781	Olympus Capital Asia	Karur Vysya Bank	Asia	South Asia	India	IND	IN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	38	12-Apr	2012	0.0	31.31555295
7782	KKR, Goldman Sachs Merchant Banking Division (MBD)	TVS Logistics Services	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	51	12-Apr	2012	0.0	
7783	Bamboo Finance	Greenlight Planet	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	4	12-Apr	2012	1.0	
7784	IDG Ventures India	iCreate Software	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		12-Apr	2012	0.0	
7785	Fortune Venture Capital	Beijing Lingdong Kuaipai Information Technology Co	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	12-Apr	2012	0.0	
7786	New Silk Route Growth Capital	Adiga's Fast Food	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	15	12-Apr	2012	0.0	
7787	BR Partners	General Shopping Brasil	Latin America	South America	Brazil	BRA	BR	Financials	Real Estate	Real Estate Investment & Services	Real Estate Holding & Development	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Growth		12-Apr	2012	0.0	
7788	KBG	Jiangsu Heaven Animated Cartoon Culture Communication Co.	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth	28	12-Apr	2012	0.0	
7789	212 Capital Partners	Hazinem.com	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		12-Apr	2012	0.0	
7790	Infinity Group	ECON Technologies	Asia	East Asia	China	CHN	CN	Technology	Technology	Technology Hardware & Equipment	Computer Hardware	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	3	12-Apr	2012	0.0	
7791	Aditya Birla Private Equity	Trimax IT Infrastructure & Services	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	19	12-Apr	2012	1.0	
7792	Legend Capital	Mbaobao.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	30	12-Apr	2012	0.0	
7793	Superior Capital Partners LLC	KDM	Asia	Southeast Asia	Singapore	SGP	SG	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electrical Components & Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		12-Apr	2012	0.0	
7794	MITC Capital	MyDeal.ma	MENA	North Africa	Morocco	MAR	MA	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.2	12-Apr	2012	0.0	
7795	Reiter Capital	MedEx Tech.-Trade Corp	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Growth		12-Apr	2012	0.0	
7796	GSR Ventures, HGI Capital Group	Tiantian (Lecake)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	12-Apr	2012	0.0	
7797	Japan Asia Investment (JAIC)	Hoolai Game	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		12-Apr	2012	0.0	
7798	Pragati India Fund	Jash Engineering	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	5	12-Apr	2012	0.0	
7799	The Rohatyn Group	Wuttisak Clinic Inter Group	Asia	Southeast Asia	Thailand	THA	TH	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	100	12-Apr	2012	0.0	
7800	ACON Investments	Waldo's Dolar Mart de Mexico	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		12-Apr	2012	0.0	
7801	IFC Asset Management Company (AMC)	Banco Continental	Latin America	South America	Paraguay	PRY	PY	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	5	12-Apr	2012	1.0	
7802	Prime Ventures, Hummingbird Ventures, Lumia Capital	MarkaVIP	MENA	Middle East	Jordan	JOR	JO	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	12-Apr	2012	0.0	
7803	Zero2IPO Ventures	Tinman Arts	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	0.2	12-Apr	2012	0.0	
7804	SEAVI Advent	Shenzhen Angel Food	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout	15	12-Apr	2012	0.0	
7805	Seedfund	Innoz Technologies	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	3	12-Apr	2012	0.0	
7806	Adenia Partners	Socolait	Sub-Saharan Africa	East Africa	Madagascar	MDG	MG	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout		12-Mar	2012	1.0	
7807	PSG Private Equity, Vantage Capital	CA Sales	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout	26	12-Mar	2012	0.0	
7808	Aavishkaar Venture Management	Karadi Path	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	1	12-Mar	2012	1.0	
7809	Havenvest Private Equity Middle East	NAS United Healthcare Services	MENA	Middle East	United Arab Emirates	ARE	AE	Financials	Insurance	Nonlife Insurance	Insurance Brokers	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Buyout		12-Mar	2012	0.0	
7810	The Rohatyn Group, Stage Capital	Prestige 96	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		12-Mar	2012	0.0	
7811	ShawKwei & Partners	Yongle Tape (formerly CHT Holdings)	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	49	12-Mar	2012	0.0	262.0
7812	Enfoca Inversiones	Frecuencia Latina (Compania Latinoamericana de Radiodifusion)	Latin America	South America	Peru	PER	PE	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth	32	12-Mar	2012	1.0	
7813	Aavishkaar Venture Management	Share Microfin	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		12-Mar	2012	1.0	
7814	Ideavelopers	DrBridge	MENA	North Africa	Egypt	EGY	EG	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	12-Mar	2012	0.0	
7815	IFC Asset Management Company (AMC)	Azonto Petroleum (Formerly Rialto Energy)	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Oil & Gas	Oil & Gas	Oil & Gas Producers	Exploration & Production	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth	10	12-Mar	2012	1.0	
7816	OrbiMed Advisors	Shasun Pharmaceuticals	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	PIPE	10	12-Mar	2012	0.0	
7817	InfraMed Management	LimakPort Iskenderun	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Growth		12-Mar	2012	0.0	
7818	Tremendous Asia Partners (TAP)	Nirvana Asia (NV Multi Asia)	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout		12-Mar	2012	0.0	
7819	Enfoca Inversiones	Frecuencia Latina (Compania Latinoamericana de Radiodifusion)	Latin America	South America	Peru	PER	PE	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth	42	12-Mar	2012	1.0	
7820	Value4Capital, Syntaxis Capital	home.pl	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Buyout	9	12-Feb	2012	0.0	
7821	Quona Capital	Zoona	Sub-Saharan Africa	East Africa	Zambia	ZMB	ZM	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		12-Feb	2012	0.0	
7822	Tsing Capital	Shanghai Convertergy Energy Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	14	12-Feb	2012	1.0	
7823	Imbewu Capital Partners	BO’s Hire and Sales	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout	4	12-Feb	2012	0.0	
7824	EXEO Capital	HIK Abalone Farm	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth		12-Feb	2012	1.0	
7825	GP Investments	Empresa Brasileira de Agregados Minerais (EBAM)	Latin America	South America	Brazil	BRA	BR	Basic Materials	Basic Resources	Mining	General Mining	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Buyout	37	12-Feb	2012	0.0	
7826	F&H Fund Management	Gushcloud	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Growth		12-Feb	2012	0.0	
7827	China Broadband Capital (CBC)	365Fanyi	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		12-Jan	2012	0.0	
7828	Brummer & Partners	Butterfly Marketing	Asia	South Asia	Bangladesh	BGD	BD	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		12-Jan	2012	1.0	
7829	Mezzanine Capital Partners	NetTV Plus	CEE & CIS	Central & Eastern Europe (CEE)	Serbia	SRB	RS	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Credit	Mezzanine		12-Jan	2012		
7830	Middle East Venture Partners (MEVP), Sawari Ventures	Zoomaal	MENA	Middle East	Lebanon	LBN	LB	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	0.02	12-Jan	2012	0.0	
7831	212 Capital Partners	Balerin.com	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Goods	Personal & Household Goods	Personal Goods	Personal Products	Textiles, Apparel & Luxury Goods	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		12-Jan	2012	0.0	
7832	Qiming Venture Partners	Mogujie.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		12-Jan	2012	0.0	
7833	The Abraaj Group	Sai Security Printers	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Growth	7	12-Jan	2012	0.0	
7834	Shenzhen Co-power Venture Capital (Co-power VC)	Hangzhou Datian CNC Machine Tool	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		12-Jan	2012	0.0	
7835	ADM Capital	Penkon	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	16	11-Dec	2011	1.0	24.082517000000003
7836	Confrapar	Starline Tecnologia	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	11-Dec	2011	0.0	
7837	Warburg Pincus	China Biologic Products	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	PIPE		11-Dec	2011	0.0	975.2
7838	Accel Partners, Sunstone Capital	Prezi	CEE & CIS	Central & Eastern Europe (CEE)	Hungary	HUN	HU	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	14	11-Dec	2011	0.0	
7839	SAIF Partners	Guodian Technology and Environment Group	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electronic Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE	80	11-Dec	2011	0.0	
7840	KKR	Far East Horizon	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	41	11-Dec	2011	0.0	200.0
7841	Matrix Partners, Greylock Partners	Shenzhen Huoli Tianhui Technology (Flights Manager, Hangban)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	15	11-Dec	2011	0.0	
7842	Sequoia Capital	Freecultr.com	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	4	11-Dec	2011	0.0	
7843	Kleiner Perkins Caufield & Byers (KPCB)	XianGuo.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	8	11-Nov	2011	0.0	
7844	Yunfeng Capital, Matrix Partners	Shanghai Guanghetang Food	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	8	11-Nov	2011	0.0	
7845	IDG Capital Partners (IDGVC)	Mapbar	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	30	11-Nov	2011	0.0	
7846	Tremendous Asia Partners (TAP)	Chaswood Resources	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		12-Mar	2012	0.0	
7847	Tiger Global Management	Wikimart	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	18	12-Mar	2012	0.0	40.0
7848	ChrysCapital	Karur Vysya Bank	Asia	South Asia	India	IND	IN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	39	12-Mar	2012	0.0	31.31555295
7849	AppWorks Ventures	Tagtoo	Asia	East Asia	Taiwan	TWN	TW	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		12-Mar	2012	0.0	
7850	Maxwell Biotech Group	Hepatera	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		12-Mar	2012	0.0	
7851	Injaro Investments	Entreprise Semenciere Alheri	Sub-Saharan Africa	West Africa	Niger	NER	NE	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Credit	Mezzanine		12-Mar	2012		
7852	Trivella Investimentos	FBits Desenvolvimento de Software	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		12-Mar	2012	0.0	
7853	AppWorks Ventures	EZTable	Asia	East Asia	Taiwan	TWN	TW	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	12-Mar	2012	0.0	
7854	CMHJ Partners, CMHJ Partners, IDG Capital Partners (IDGVC), TDR Capital	Pengai Hospital Management Group	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	15	12-Mar	2012	0.0	
7855	East Ventures	Berrybenka	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		12-Mar	2012	0.0	
7856	Warehouse Investimentos	Gestum Tecnologia Educacional	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	4	12-Mar	2012	0.0	
7857	Shenzhen Cowin Venture Capital	Guangdong Adway Construction Group Holdings	Asia	East Asia	China	CHN	CN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth	6	12-Mar	2012	0.0	
7858	Quaestus Private Equity	Fragaria	CEE & CIS	Central & Eastern Europe (CEE)	Croatia	HRV	HR	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		12-Mar	2012	0.0	
7859	Middle East Venture Partners (MEVP)	Pin-Pay SAL	MENA	Middle East	Lebanon	LBN	LB	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		12-Mar	2012	0.0	
7860	Middle East Venture Partners (MEVP)	Laimoon.com	MENA	Middle East	United Arab Emirates	ARE	AE	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		12-Mar	2012	0.0	
7861	TVS Capital, Summit Partners	ReGen Powertech	Asia	South Asia	India	IND	IN	Oil & Gas	Oil & Gas	Alternative Energy	Renewable Energy Equipment	Independent Power and Renewable Electricity Producers	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	10	12-Mar	2012	0.0	
7862	Tiger Global Management	Caratlane Trading	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	6	12-Mar	2012	0.0	53.60710538
7863	Capital Group Private Markets	Turchrome	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Basic Materials	Basic Resources	Industrial Metals & Mining	Nonferrous Metals	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Growth		12-Mar	2012	0.0	
7864	IDFC Alternatives	Highway Concessions One (HC1)	Asia	South Asia	India	IND	IN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Infrastructure & Real Assets	Buyout	54	12-Mar	2012	0.0	25.0
7865	Gulf Capital	Smart Energy Solutions (SES)	MENA	Middle East	United Arab Emirates	ARE	AE	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Private Credit	Debt	25	12-Mar	2012		
7866	The Carlyle Group	Ri Happy Brinquedos	Latin America	South America	Brazil	BRA	BR	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	352	12-Mar	2012	0.0	
7867	212 Capital Partners	HemenKiralik (Flat4Day)	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		12-Mar	2012	0.0	
7868	VTB Capital	Travel.ru (formerly Oktogo.ru)	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	10	12-Mar	2012	0.0	0.013058499
7869	CyberAgent Ventures	Tiki Corporation	Asia	Southeast Asia	Vietnam	VNM	VN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		12-Mar	2012	0.0	
7870	Global Emerging Markets Group (GEM)	Est Media	CEE & CIS	Central & Eastern Europe (CEE)	Hungary	HUN	HU	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	PIPE	5	12-Mar	2012	0.0	
7871	Runa Capital, Almaz Capital Partners	Travelmenu.ru	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	1	12-Mar	2012	0.0	
7872	Baltcap Management	Ekju	CEE & CIS	Central & Eastern Europe (CEE)	Latvia	LVA	LV	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Furnishings	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	2	12-Mar	2012	0.0	
